user_id,first_name,last_name,age,city,reg_date,plan,churn_date,messages_included,gb_per_month,minutes_included,usd_monthly_pay,usd_per_gb,usd_per_message,usd_per_minute
11841,Sofia,Garcia,55,Bogotá,2023-05-20 02:23:40.555138784,Basico,,100,5,100,12,1.2,0.08,0.1
11842,Sofia,Ramirez,59,CDMX,2023-05-20 08:57:58.469617408,Basico,,100,5,100,12,1.2,0.08,0.1
11843,Ana,Ramirez,54,Medellín,2023-05-20 15:32:16.384096024,Basico,,100,5,100,12,1.2,0.08,0.1
11844,Mariana,Garcia,46,CDMX,2023-05-20 22:06:34.298574648,Premium,,500,20,600,25,1.0,0.05,0.07
11845,Carlos,Torres,-999,Medellín,2023-05-21 04:40:52.213053264,Premium,,500,20,600,25,1.0,0.05,0.07
11846,Carlos,Garcia,35,Cali,2023-05-21 11:15:10.127531888,Basico,"1,73241E+18",100,5,100,12,1.2,0.08,0.1
11847,Mateo,Ramirez,27,CDMX,2023-05-21 17:49:28.042010504,Basico,,100,5,100,12,1.2,0.08,0.1
11848,Mateo,Torres,59,Bogotá,2023-05-22 00:23:45.956489128,Premium,,500,20,600,25,1.0,0.05,0.07
11849,Mateo,Gomez,56,Cali,2023-05-22 06:58:03.870967744,Basico,,100,5,100,12,1.2,0.08,0.1
11850,Sofia,Garcia,35,GDL,2023-05-22 13:32:21.785446368,Basico,,100,5,100,12,1.2,0.08,0.1
11851,Carlos,Garcia,18,CDMX,2023-05-22 20:06:39.699924984,Basico,,100,5,100,12,1.2,0.08,0.1
11852,Mariana,Torres,56,MTY,2023-05-23 02:40:57.614403600,Basico,,100,5,100,12,1.2,0.08,0.1
11853,Sofia,Gomez,38,Bogotá,2023-05-23 09:15:15.528882224,Basico,,100,5,100,12,1.2,0.08,0.1
11854,Ana,Gomez,18,Bogotá,2023-05-23 15:49:33.443360840,Premium,,500,20,600,25,1.0,0.05,0.07
11855,Mateo,Torres,32,CDMX,2023-05-23 22:23:51.357839464,Basico,,100,5,100,12,1.2,0.08,0.1
11856,Sofia,Lopez,21,Bogotá,2023-05-24 04:58:09.272318080,Basico,,100,5,100,12,1.2,0.08,0.1
11857,Sofia,Garcia,77,GDL,2023-05-24 11:32:27.186796704,Premium,,500,20,600,25,1.0,0.05,0.07
11858,Ana,Garcia,78,Cali,2023-05-24 18:06:45.101275320,Basico,"1,73465E+18",100,5,100,12,1.2,0.08,0.1
11859,Luis,Ramirez,37,MTY,2023-05-25 00:41:03.015753944,Basico,,100,5,100,12,1.2,0.08,0.1
11860,Carlos,Torres,27,Cali,2023-05-25 07:15:20.930232560,Basico,,100,5,100,12,1.2,0.08,0.1
11861,Mariana,Ramirez,40,Bogotá,2023-05-25 13:49:38.844711184,Basico,,100,5,100,12,1.2,0.08,0.1
11862,Luis,Ramirez,58,Medellín,2026-05-10 00:00:00.000000000,Basico,,100,5,100,12,1.2,0.08,0.1
11863,Mateo,Gomez,51,Bogotá,2023-05-26 02:58:14.673668416,Basico,,100,5,100,12,1.2,0.08,0.1
11864,Sofia,Garcia,77,Medellín,2023-05-26 09:32:32.588147040,Basico,,100,5,100,12,1.2,0.08,0.1
11865,Ana,Ramirez,63,MTY,2023-05-26 16:06:50.502625656,Basico,,100,5,100,12,1.2,0.08,0.1
11866,Ana,Gomez,65,Cali,2023-05-26 22:41:08.417104280,Premium,,500,20,600,25,1.0,0.05,0.07
11867,Carlos,Torres,50,Bogotá,2023-05-27 05:15:26.331582896,Premium,,500,20,600,25,1.0,0.05,0.07
11868,Luis,Ramirez,51,Bogotá,2023-05-27 11:49:44.246061520,Basico,,100,5,100,12,1.2,0.08,0.1
11869,Carlos,Garcia,56,Bogotá,2023-05-27 18:24:02.160540136,Premium,,500,20,600,25,1.0,0.05,0.07
11870,Sofia,Ramirez,78,Cali,2023-05-28 00:58:20.075018760,Premium,"1,72584E+18",500,20,600,25,1.0,0.05,0.07
11871,Carlos,Torres,27,Medellín,2023-05-28 07:32:37.989497376,Basico,,100,5,100,12,1.2,0.08,0.1
11872,Mariana,Ramirez,71,MTY,2023-05-28 14:06:55.903976000,Basico,,100,5,100,12,1.2,0.08,0.1
11873,Ana,Garcia,37,Medellín,2023-05-28 20:41:13.818454616,Basico,,100,5,100,12,1.2,0.08,0.1
11874,Ana,Gomez,18,Medellín,2023-05-29 03:15:31.732933232,Premium,,500,20,600,25,1.0,0.05,0.07
11875,Mateo,Garcia,30,,2023-05-29 09:49:49.647411856,Basico,,100,5,100,12,1.2,0.08,0.1
11876,Mateo,Gomez,18,Cali,2023-05-29 16:24:07.561890472,Basico,,100,5,100,12,1.2,0.08,0.1
11877,Sofia,Lopez,22,Medellín,2023-05-29 22:58:25.476369096,Basico,,100,5,100,12,1.2,0.08,0.1
11878,Mariana,Garcia,33,MTY,2023-05-30 05:32:43.390847712,Premium,,500,20,600,25,1.0,0.05,0.07
11879,Luis,Garcia,32,Cali,2023-05-30 12:07:01.305326336,Premium,,500,20,600,25,1.0,0.05,0.07
11880,Carlos,Torres,66,Bogotá,2026-05-10 00:00:00.000000000,Basico,,100,5,100,12,1.2,0.08,0.1
11881,Sofia,Ramirez,45,,2023-05-31 01:15:37.134283576,Basico,,100,5,100,12,1.2,0.08,0.1
11882,Mateo,Gomez,48,GDL,2023-05-31 07:49:55.048762192,Premium,,500,20,600,25,1.0,0.05,0.07
11883,Carlos,Gomez,40,CDMX,2023-05-31 14:24:12.963240816,Basico,,100,5,100,12,1.2,0.08,0.1
11884,Mateo,Torres,65,CDMX,2023-05-31 20:58:30.877719432,Basico,,100,5,100,12,1.2,0.08,0.1
11885,Carlos,Torres,62,Medellín,2023-06-01 03:32:48.792198056,Basico,"1,72835E+18",100,5,100,12,1.2,0.08,0.1
11886,Luis,Ramirez,60,,2023-06-01 10:07:06.706676672,Premium,,500,20,600,25,1.0,0.05,0.07
11887,Sofia,Ramirez,34,CDMX,2023-06-01 16:41:24.621155288,Premium,,500,20,600,25,1.0,0.05,0.07
11888,Carlos,Garcia,66,Medellín,2023-06-01 23:15:42.535633912,Premium,,500,20,600,25,1.0,0.05,0.07
11889,Mariana,Lopez,51,Medellín,2023-06-02 05:50:00.450112528,Basico,,100,5,100,12,1.2,0.08,0.1
11890,Ana,Ramirez,30,Medellín,2023-06-02 12:24:18.364591152,Basico,,100,5,100,12,1.2,0.08,0.1
11891,Mariana,Torres,31,MTY,2023-06-02 18:58:36.279069768,Basico,,100,5,100,12,1.2,0.08,0.1
11892,Mariana,Ramirez,28,Cali,2023-06-03 01:32:54.193548392,Premium,,500,20,600,25,1.0,0.05,0.07
11893,Ana,Gomez,45,CDMX,2023-06-03 08:07:12.108027008,Basico,,100,5,100,12,1.2,0.08,0.1
11894,Mariana,Lopez,59,Cali,2023-06-03 14:41:30.022505632,Basico,,100,5,100,12,1.2,0.08,0.1
11895,Carlos,Garcia,49,GDL,2023-06-03 21:15:47.936984248,Premium,,500,20,600,25,1.0,0.05,0.07
11896,Carlos,Gomez,52,Bogotá,2026-05-10 00:00:00.000000000,Basico,,100,5,100,12,1.2,0.08,0.1
11897,Carlos,Gomez,78,Cali,2023-06-04 10:24:23.765941488,Basico,"1,72264E+18",100,5,100,12,1.2,0.08,0.1
11898,Ana,Lopez,76,GDL,2023-06-04 16:58:41.680420104,Premium,,500,20,600,25,1.0,0.05,0.07
11899,Mariana,Garcia,48,GDL,2023-06-04 23:32:59.594898728,Basico,,100,5,100,12,1.2,0.08,0.1
11900,Ana,Torres,34,Medellín,2023-06-05 06:07:17.509377344,Basico,,100,5,100,12,1.2,0.08,0.1
11901,Carlos,Garcia,64,Bogotá,2023-06-05 12:41:35.423855968,Basico,,100,5,100,12,1.2,0.08,0.1
11902,Mariana,Ramirez,26,Bogotá,2023-06-05 19:15:53.338334584,Basico,,100,5,100,12,1.2,0.08,0.1
11903,Mariana,Gomez,27,GDL,2023-06-06 01:50:11.252813208,Basico,,100,5,100,12,1.2,0.08,0.1
11904,Mateo,Ramirez,25,CDMX,2023-06-06 08:24:29.167291824,Premium,,500,20,600,25,1.0,0.05,0.07
11905,Mateo,Torres,38,Bogotá,2023-06-06 14:58:47.081770448,Basico,,100,5,100,12,1.2,0.08,0.1
11906,Luis,Ramirez,30,CDMX,2023-06-06 21:33:04.996249064,Premium,,500,20,600,25,1.0,0.05,0.07
11907,Sofia,Garcia,76,,2023-06-07 04:07:22.910727688,Basico,,100,5,100,12,1.2,0.08,0.1
11908,Mateo,Ramirez,67,CDMX,2023-06-07 10:41:40.825206304,Basico,,100,5,100,12,1.2,0.08,0.1
11909,Ana,Torres,22,Bogotá,2023-06-07 17:15:58.739684920,Basico,,100,5,100,12,1.2,0.08,0.1
11910,Mateo,Torres,23,CDMX,2023-06-07 23:50:16.654163544,Premium,,500,20,600,25,1.0,0.05,0.07
11911,Luis,Torres,47,CDMX,2023-06-08 06:24:34.568642160,Basico,,100,5,100,12,1.2,0.08,0.1
11912,Mariana,Garcia,48,Medellín,2023-06-08 12:58:52.483120784,Premium,,500,20,600,25,1.0,0.05,0.07
11913,Luis,Torres,34,Medellín,2023-06-08 19:33:10.397599400,Premium,,500,20,600,25,1.0,0.05,0.07
11914,Mariana,Gomez,28,CDMX,2023-06-09 02:07:28.312078024,Premium,,500,20,600,25,1.0,0.05,0.07
11915,Mariana,Torres,37,CDMX,2023-06-09 08:41:46.226556640,Premium,,500,20,600,25,1.0,0.05,0.07
11916,Sofia,Ramirez,65,CDMX,2023-06-09 15:16:04.141035264,Basico,,100,5,100,12,1.2,0.08,0.1
11917,Mateo,Ramirez,26,Cali,2023-06-09 21:50:22.055513880,Premium,,500,20,600,25,1.0,0.05,0.07
11918,Ana,Ramirez,19,Bogotá,2023-06-10 04:24:39.969992504,Premium,,500,20,600,25,1.0,0.05,0.07
11919,Ana,Garcia,54,CDMX,2023-06-10 10:58:57.884471120,Premium,,500,20,600,25,1.0,0.05,0.07
11920,Carlos,Ramirez,18,Bogotá,2023-06-10 17:33:15.798949744,Basico,,100,5,100,12,1.2,0.08,0.1
11921,Mariana,Garcia,21,Medellín,2023-06-11 00:07:33.713428360,Basico,,100,5,100,12,1.2,0.08,0.1
11922,Ana,Garcia,53,?,2023-06-11 06:41:51.627906976,Basico,,100,5,100,12,1.2,0.08,0.1
11923,Sofia,Torres,71,,2023-06-11 13:16:09.542385600,Basico,,100,5,100,12,1.2,0.08,0.1
11924,Mariana,Gomez,75,MTY,2023-06-11 19:50:27.456864216,Premium,,500,20,600,25,1.0,0.05,0.07
11925,Sofia,Torres,42,CDMX,2023-06-12 02:24:45.371342840,Premium,,500,20,600,25,1.0,0.05,0.07
11926,Ana,Torres,20,GDL,2023-06-12 08:59:03.285821456,Basico,,100,5,100,12,1.2,0.08,0.1
11927,Ana,Garcia,26,Cali,2023-06-12 15:33:21.200300080,Premium,,500,20,600,25,1.0,0.05,0.07
11928,Carlos,Garcia,39,,2023-06-12 22:07:39.114778696,Basico,,100,5,100,12,1.2,0.08,0.1
11929,Ana,Ramirez,40,Bogotá,2023-06-13 04:41:57.029257320,Basico,,100,5,100,12,1.2,0.08,0.1
11930,Mariana,Ramirez,29,MTY,2023-06-13 11:16:14.943735936,Basico,,100,5,100,12,1.2,0.08,0.1
11931,Mariana,Torres,27,Bogotá,2023-06-13 17:50:32.858214560,Basico,,100,5,100,12,1.2,0.08,0.1
11932,Mariana,Lopez,51,MTY,2023-06-14 00:24:50.772693176,Premium,,500,20,600,25,1.0,0.05,0.07
11933,Carlos,Lopez,60,GDL,2023-06-14 06:59:08.687171792,Basico,,100,5,100,12,1.2,0.08,0.1
11934,Carlos,Ramirez,27,Bogotá,2023-06-14 13:33:26.601650416,Basico,,100,5,100,12,1.2,0.08,0.1
11935,Ana,Lopez,47,CDMX,2023-06-14 20:07:44.516129032,Basico,,100,5,100,12,1.2,0.08,0.1
11936,Luis,Ramirez,39,GDL,2023-06-15 02:42:02.430607656,Basico,,100,5,100,12,1.2,0.08,0.1
11937,Luis,Garcia,23,Medellín,2023-06-15 09:16:20.345086272,Premium,,500,20,600,25,1.0,0.05,0.07
11938,Carlos,Torres,67,CDMX,2023-06-15 15:50:38.259564896,Basico,,100,5,100,12,1.2,0.08,0.1
11939,Ana,Gomez,19,CDMX,2023-06-15 22:24:56.174043512,Basico,,100,5,100,12,1.2,0.08,0.1
11940,Luis,Torres,47,GDL,2023-06-16 04:59:14.088522136,Premium,,500,20,600,25,1.0,0.05,0.07
11941,Ana,Ramirez,19,?,2023-06-16 11:33:32.003000752,Basico,,100,5,100,12,1.2,0.08,0.1
11942,Ana,Ramirez,49,Cali,2023-06-16 18:07:49.917479376,Premium,"1,72428E+18",500,20,600,25,1.0,0.05,0.07
11943,Ana,Torres,59,CDMX,2023-06-17 00:42:07.831957992,Basico,,100,5,100,12,1.2,0.08,0.1
11944,Mateo,Ramirez,33,Bogotá,2023-06-17 07:16:25.746436608,Basico,,100,5,100,12,1.2,0.08,0.1
11945,Mariana,Lopez,29,GDL,2023-06-17 13:50:43.660915232,Premium,,500,20,600,25,1.0,0.05,0.07
11946,Ana,Lopez,18,Medellín,2023-06-17 20:25:01.575393848,Premium,,500,20,600,25,1.0,0.05,0.07
11947,Mateo,Ramirez,70,Medellín,2023-06-18 02:59:19.489872472,Basico,,100,5,100,12,1.2,0.08,0.1
11948,Carlos,Ramirez,25,?,2023-06-18 09:33:37.404351088,Basico,,100,5,100,12,1.2,0.08,0.1
11949,Luis,Lopez,65,Bogotá,2023-06-18 16:07:55.318829712,Premium,,500,20,600,25,1.0,0.05,0.07
11950,Mariana,Ramirez,67,,2023-06-18 22:42:13.233308328,Basico,,100,5,100,12,1.2,0.08,0.1
11951,Luis,Ramirez,30,,2023-06-19 05:16:31.147786952,Basico,,100,5,100,12,1.2,0.08,0.1
11952,Mariana,Torres,32,,2023-06-19 11:50:49.062265568,Basico,,100,5,100,12,1.2,0.08,0.1
11953,Luis,Gomez,70,Bogotá,2023-06-19 18:25:06.976744192,Basico,,100,5,100,12,1.2,0.08,0.1
11954,Mariana,Lopez,61,MTY,2023-06-20 00:59:24.891222808,Basico,,100,5,100,12,1.2,0.08,0.1
11955,Luis,Torres,25,MTY,2023-06-20 07:33:42.805701424,Premium,,500,20,600,25,1.0,0.05,0.07
11956,Luis,Gomez,27,CDMX,2023-06-20 14:08:00.720180048,Basico,,100,5,100,12,1.2,0.08,0.1
11957,Luis,Ramirez,63,GDL,2023-06-20 20:42:18.634658664,Premium,,500,20,600,25,1.0,0.05,0.07
11958,Luis,Ramirez,22,Medellín,2023-06-21 03:16:36.549137288,Basico,,100,5,100,12,1.2,0.08,0.1
11959,Carlos,Torres,67,Medellín,2023-06-21 09:50:54.463615904,Basico,"1,73388E+18",100,5,100,12,1.2,0.08,0.1
11960,Ana,Ramirez,36,,2023-06-21 16:25:12.378094528,Premium,,500,20,600,25,1.0,0.05,0.07
11961,Sofia,Garcia,64,CDMX,2023-06-21 22:59:30.292573144,Basico,,100,5,100,12,1.2,0.08,0.1
11962,Mateo,Torres,55,CDMX,2023-06-22 05:33:48.207051768,Basico,,100,5,100,12,1.2,0.08,0.1
11963,Sofia,Gomez,76,Cali,2023-06-22 12:08:06.121530384,Basico,,100,5,100,12,1.2,0.08,0.1
11964,Sofia,Torres,28,MTY,2023-06-22 18:42:24.036009008,Premium,,500,20,600,25,1.0,0.05,0.07
11965,Mariana,Lopez,70,CDMX,2023-06-23 01:16:41.950487624,Basico,,100,5,100,12,1.2,0.08,0.1
11966,Ana,Torres,60,,2023-06-23 07:50:59.864966248,Basico,,100,5,100,12,1.2,0.08,0.1
11967,Mariana,Ramirez,37,Cali,2023-06-23 14:25:17.779444864,Premium,,500,20,600,25,1.0,0.05,0.07
11968,Ana,Ramirez,37,Bogotá,2023-06-23 20:59:35.693923480,Premium,,500,20,600,25,1.0,0.05,0.07
11969,Ana,Garcia,38,Cali,2023-06-24 03:33:53.608402104,Basico,,100,5,100,12,1.2,0.08,0.1
11970,Luis,Garcia,35,Medellín,2023-06-24 10:08:11.522880720,Basico,,100,5,100,12,1.2,0.08,0.1
11971,Carlos,Garcia,74,Cali,2023-06-24 16:42:29.437359344,Premium,"1,72765E+18",500,20,600,25,1.0,0.05,0.07
11972,Luis,Gomez,67,Cali,2023-06-24 23:16:47.351837960,Premium,"1,7293E+18",500,20,600,25,1.0,0.05,0.07
11973,Carlos,Garcia,27,CDMX,2023-06-25 05:51:05.266316584,Basico,,100,5,100,12,1.2,0.08,0.1
11974,Mariana,Gomez,51,Medellín,2023-06-25 12:25:23.180795200,Basico,,100,5,100,12,1.2,0.08,0.1
11975,Carlos,Garcia,43,CDMX,2023-06-25 18:59:41.095273824,Premium,,500,20,600,25,1.0,0.05,0.07
11976,Mariana,Gomez,47,CDMX,2023-06-26 01:33:59.009752440,Premium,,500,20,600,25,1.0,0.05,0.07
11977,Sofia,Torres,26,,2023-06-26 08:08:16.924231064,Premium,,500,20,600,25,1.0,0.05,0.07
11978,Sofia,Torres,63,Bogotá,2023-06-26 14:42:34.838709680,Basico,,100,5,100,12,1.2,0.08,0.1
11979,Carlos,Ramirez,68,Medellín,2023-06-26 21:16:52.753188296,Basico,,100,5,100,12,1.2,0.08,0.1
11980,Carlos,Gomez,48,Cali,2023-06-27 03:51:10.667666920,Basico,,100,5,100,12,1.2,0.08,0.1
11981,Mariana,Lopez,59,,2023-06-27 10:25:28.582145536,Basico,,100,5,100,12,1.2,0.08,0.1
11982,Luis,Ramirez,72,?,2023-06-27 16:59:46.496624160,Basico,,100,5,100,12,1.2,0.08,0.1
11983,Mariana,Torres,21,Bogotá,2023-06-27 23:34:04.411102776,Basico,,100,5,100,12,1.2,0.08,0.1
11984,Luis,Gomez,78,MTY,2023-06-28 06:08:22.325581400,Basico,,100,5,100,12,1.2,0.08,0.1
11985,Sofia,Garcia,78,CDMX,2023-06-28 12:42:40.240060016,Basico,"1,72359E+18",100,5,100,12,1.2,0.08,0.1
11986,Ana,Lopez,23,Bogotá,2023-06-28 19:16:58.154538640,Premium,,500,20,600,25,1.0,0.05,0.07
11987,Carlos,Torres,31,MTY,2023-06-29 01:51:16.069017256,Premium,,500,20,600,25,1.0,0.05,0.07
11988,Luis,Ramirez,21,Bogotá,2023-06-29 08:25:33.983495880,Premium,,500,20,600,25,1.0,0.05,0.07
11989,Mariana,Gomez,43,Medellín,2023-06-29 14:59:51.897974496,Premium,,500,20,600,25,1.0,0.05,0.07
11990,Sofia,Lopez,64,,2023-06-29 21:34:09.812453112,Basico,,100,5,100,12,1.2,0.08,0.1
11991,Luis,Gomez,65,Medellín,2023-06-30 04:08:27.726931736,Basico,,100,5,100,12,1.2,0.08,0.1
11992,Mariana,Garcia,56,Medellín,2023-06-30 10:42:45.641410352,Basico,,100,5,100,12,1.2,0.08,0.1
11993,Carlos,Ramirez,34,MTY,2023-06-30 17:17:03.555888976,Basico,,100,5,100,12,1.2,0.08,0.1
11994,Carlos,Gomez,36,CDMX,2023-06-30 23:51:21.470367592,Premium,,500,20,600,25,1.0,0.05,0.07
11995,Mateo,Torres,78,GDL,2023-07-01 06:25:39.384846216,Basico,,100,5,100,12,1.2,0.08,0.1
11996,Ana,Ramirez,68,Cali,2023-07-01 12:59:57.299324832,Basico,,100,5,100,12,1.2,0.08,0.1
11997,Mateo,Torres,66,GDL,2023-07-01 19:34:15.213803456,Basico,,100,5,100,12,1.2,0.08,0.1
11998,Sofia,Gomez,23,Medellín,2023-07-02 02:08:33.128282072,Basico,,100,5,100,12,1.2,0.08,0.1
11999,Luis,Ramirez,-999,Bogotá,2023-07-02 08:42:51.042760696,Premium,"1,721E+18",500,20,600,25,1.0,0.05,0.07
12000,Sofia,Torres,46,CDMX,2023-07-02 15:17:08.957239312,Basico,"1,71858E+18",100,5,100,12,1.2,0.08,0.1
12001,Mariana,Garcia,28,GDL,2023-07-02 21:51:26.871717936,Basico,"1,73172E+18",100,5,100,12,1.2,0.08,0.1
12002,Carlos,Garcia,33,Bogotá,2023-07-03 04:25:44.786196552,Basico,,100,5,100,12,1.2,0.08,0.1
12003,Mateo,Gomez,47,Bogotá,2023-07-03 11:00:02.700675168,Premium,,500,20,600,25,1.0,0.05,0.07
12004,Mateo,Ramirez,42,Cali,2023-07-03 17:34:20.615153792,Basico,"1,73422E+18",100,5,100,12,1.2,0.08,0.1
12005,Mateo,Lopez,57,Medellín,2023-07-04 00:08:38.529632408,Basico,,100,5,100,12,1.2,0.08,0.1
12006,Sofia,Ramirez,28,Bogotá,2023-07-04 06:42:56.444111032,Basico,,100,5,100,12,1.2,0.08,0.1
12007,Carlos,Garcia,24,Cali,2023-07-04 13:17:14.358589648,Basico,,100,5,100,12,1.2,0.08,0.1
12008,Luis,Torres,43,Bogotá,2023-07-04 19:51:32.273068272,Basico,,100,5,100,12,1.2,0.08,0.1
12009,Mariana,Lopez,73,,2023-07-05 02:25:50.187546888,Premium,,500,20,600,25,1.0,0.05,0.07
12010,Luis,Gomez,39,GDL,2023-07-05 09:00:08.102025512,Premium,"1,72342E+18",500,20,600,25,1.0,0.05,0.07
12011,Sofia,Lopez,42,Medellín,2023-07-05 15:34:26.016504128,Premium,,500,20,600,25,1.0,0.05,0.07
12012,Mariana,Gomez,36,MTY,2023-07-05 22:08:43.930982752,Basico,,100,5,100,12,1.2,0.08,0.1
12013,Mateo,Lopez,48,GDL,2023-07-06 04:43:01.845461368,Basico,,100,5,100,12,1.2,0.08,0.1
12014,Ana,Gomez,43,GDL,2023-07-06 11:17:19.759939984,Basico,,100,5,100,12,1.2,0.08,0.1
12015,Sofia,Gomez,59,Bogotá,2023-07-06 17:51:37.674418608,Basico,,100,5,100,12,1.2,0.08,0.1
12016,Sofia,Lopez,58,GDL,2023-07-07 00:25:55.588897224,Basico,"1,72886E+18",100,5,100,12,1.2,0.08,0.1
12017,Carlos,Lopez,53,GDL,2023-07-07 07:00:13.503375848,Basico,,100,5,100,12,1.2,0.08,0.1
12018,Luis,Gomez,40,,2023-07-07 13:34:31.417854464,Premium,,500,20,600,25,1.0,0.05,0.07
12019,Sofia,Garcia,64,Cali,2023-07-07 20:08:49.332333088,Premium,,500,20,600,25,1.0,0.05,0.07
12020,Sofia,Lopez,30,Medellín,2023-07-08 02:43:07.246811704,Premium,,500,20,600,25,1.0,0.05,0.07
12021,Mateo,Ramirez,42,Cali,2023-07-08 09:17:25.161290328,Premium,,500,20,600,25,1.0,0.05,0.07
12022,Mateo,Torres,19,,2023-07-08 15:51:43.075768944,Basico,,100,5,100,12,1.2,0.08,0.1
12023,Mariana,Gomez,19,Bogotá,2023-07-08 22:26:00.990247568,Basico,,100,5,100,12,1.2,0.08,0.1
12024,Ana,Gomez,33,GDL,2023-07-09 05:00:18.904726184,Basico,,100,5,100,12,1.2,0.08,0.1
12025,Carlos,Torres,26,?,2023-07-09 11:34:36.819204800,Basico,,100,5,100,12,1.2,0.08,0.1
12026,Ana,Garcia,45,Medellín,2023-07-09 18:08:54.733683424,Basico,,100,5,100,12,1.2,0.08,0.1
12027,Mariana,Torres,30,Bogotá,2023-07-10 00:43:12.648162040,Basico,,100,5,100,12,1.2,0.08,0.1
12028,Mateo,Lopez,52,Bogotá,2023-07-10 07:17:30.562640664,Basico,,100,5,100,12,1.2,0.08,0.1
12029,Luis,Torres,58,Bogotá,2023-07-10 13:51:48.477119280,Premium,,500,20,600,25,1.0,0.05,0.07
12030,Mateo,Gomez,30,,2023-07-10 20:26:06.391597904,Premium,"1,73517E+18",500,20,600,25,1.0,0.05,0.07
12031,Carlos,Torres,48,MTY,2023-07-11 03:00:24.306076520,Basico,,100,5,100,12,1.2,0.08,0.1
12032,Mateo,Ramirez,38,,2023-07-11 09:34:42.220555144,Basico,,100,5,100,12,1.2,0.08,0.1
12033,Carlos,Lopez,49,,2023-07-11 16:09:00.135033760,Basico,,100,5,100,12,1.2,0.08,0.1
12034,Carlos,Torres,71,Medellín,2023-07-11 22:43:18.049512384,Premium,,500,20,600,25,1.0,0.05,0.07
12035,Carlos,Gomez,51,Bogotá,2023-07-12 05:17:35.963991000,Basico,,100,5,100,12,1.2,0.08,0.1
12036,Mariana,Lopez,25,MTY,2023-07-12 11:51:53.878469624,Premium,"1,71729E+18",500,20,600,25,1.0,0.05,0.07
12037,Carlos,Gomez,76,CDMX,2023-07-12 18:26:11.792948240,Basico,,100,5,100,12,1.2,0.08,0.1
12038,Carlos,Garcia,58,CDMX,2023-07-13 01:00:29.707426856,Basico,,100,5,100,12,1.2,0.08,0.1
12039,Luis,Ramirez,65,Cali,2023-07-13 07:34:47.621905480,Basico,,100,5,100,12,1.2,0.08,0.1
12040,Ana,Garcia,19,Bogotá,2023-07-13 14:09:05.536384096,Basico,"1,73552E+18",100,5,100,12,1.2,0.08,0.1
12041,Sofia,Ramirez,55,CDMX,2023-07-13 20:43:23.450862720,Basico,,100,5,100,12,1.2,0.08,0.1
12042,Ana,Torres,49,GDL,2023-07-14 03:17:41.365341336,Premium,,500,20,600,25,1.0,0.05,0.07
12043,Carlos,Lopez,71,,2023-07-14 09:51:59.279819960,Basico,,100,5,100,12,1.2,0.08,0.1
12044,Luis,Torres,57,MTY,2023-07-14 16:26:17.194298576,Basico,,100,5,100,12,1.2,0.08,0.1
12045,Mateo,Ramirez,75,,2023-07-14 23:00:35.108777200,Premium,,500,20,600,25,1.0,0.05,0.07
12046,Luis,Ramirez,45,MTY,2023-07-15 05:34:53.023255816,Basico,"1,72074E+18",100,5,100,12,1.2,0.08,0.1
12047,Carlos,Ramirez,54,Bogotá,2023-07-15 12:09:10.937734440,Basico,"1,73059E+18",100,5,100,12,1.2,0.08,0.1
12048,Luis,Gomez,58,CDMX,2023-07-15 18:43:28.852213056,Basico,,100,5,100,12,1.2,0.08,0.1
12049,Luis,Lopez,18,Bogotá,2023-07-16 01:17:46.766691672,Premium,,500,20,600,25,1.0,0.05,0.07
12050,Carlos,Torres,58,Medellín,2023-07-16 07:52:04.681170296,Basico,,100,5,100,12,1.2,0.08,0.1
12051,Mariana,Torres,27,GDL,2023-07-16 14:26:22.595648912,Basico,,100,5,100,12,1.2,0.08,0.1
12052,Luis,Garcia,72,Bogotá,2023-07-16 21:00:40.510127536,Premium,,500,20,600,25,1.0,0.05,0.07
12053,Sofia,Ramirez,21,Medellín,2023-07-17 03:34:58.424606152,Premium,,500,20,600,25,1.0,0.05,0.07
12054,Sofia,Ramirez,52,Medellín,2023-07-17 10:09:16.339084776,Basico,"1,72679E+18",100,5,100,12,1.2,0.08,0.1
12055,Luis,Ramirez,79,Cali,2026-05-10 00:00:00.000000000,Premium,,500,20,600,25,1.0,0.05,0.07
12056,Mariana,Torres,27,MTY,2023-07-17 23:17:52.168042016,Basico,,100,5,100,12,1.2,0.08,0.1
12057,Mateo,Garcia,64,Bogotá,2023-07-18 05:52:10.082520632,Premium,,500,20,600,25,1.0,0.05,0.07
12058,Carlos,Gomez,28,,2023-07-18 12:26:27.996999256,Basico,,100,5,100,12,1.2,0.08,0.1
12059,Sofia,Lopez,31,,2023-07-18 19:00:45.911477872,Premium,,500,20,600,25,1.0,0.05,0.07
12060,Mateo,Gomez,55,,2023-07-19 01:35:03.825956488,Basico,"1,73267E+18",100,5,100,12,1.2,0.08,0.1
12061,Luis,Torres,29,MTY,2023-07-19 08:09:21.740435112,Premium,"1,72489E+18",500,20,600,25,1.0,0.05,0.07
12062,Mateo,Ramirez,62,Cali,2023-07-19 14:43:39.654913728,Basico,,100,5,100,12,1.2,0.08,0.1
12063,Ana,Lopez,34,Medellín,2023-07-19 21:17:57.569392352,Basico,,100,5,100,12,1.2,0.08,0.1
12064,Sofia,Torres,33,CDMX,2023-07-20 03:52:15.483870968,Basico,,100,5,100,12,1.2,0.08,0.1
